0.0045 358.475
0.009 179.13
0.0135 119.348
0.018 89.4573
0.0225 71.5229
0.027 59.5665
0.0315 51.0263
0.036 44.6211
0.0405 39.6393
0.045 35.6539
0.0495 32.393
0.054 29.6757
0.0585 27.3764
0.063 25.4056
0.0675 23.6975
0.072 22.203
0.0765 20.8843
0.081 19.7121
0.0855 18.6633
0.09 17.7194
0.0945 16.8653
0.099 16.089
0.1035 15.3801
0.108 14.7303
0.1125 14.1325
0.117 13.5806
0.1215 13.0697
0.126 12.5952
0.1305 12.1535
0.135 11.7412
0.1395 11.3555
0.144 10.9939
0.1485 10.6543
0.153 10.3346
0.1575 10.0332
0.162 9.74849
0.1665 9.4792
0.171 9.22409
0.1755 8.98206
0.18 8.75213
0.1845 8.53342
0.189 8.32512
0.1935 8.12651
0.198 7.93693
0.2025 7.75577
0.207 7.58249
0.2115 7.41658
0.216 7.25759
0.2205 7.10509
0.225 6.95868
0.2295 6.81802
0.234 6.68277
0.2385 6.55262
0.243 6.42729
0.2475 6.30652
0.252 6.19006
0.2565 6.07769
0.261 5.96919
0.2655 5.86437
0.27 5.76305
0.2745 5.66505
0.279 5.57021
0.2835 5.47837
0.288 5.38941
0.2925 5.30319
0.297 5.21958
0.3015 5.13847
0.306 5.05974
0.3105 4.98329
0.315 4.90903
0.3195 4.83686
0.324 4.76669
0.3285 4.69845
0.333 4.63205
0.3375 4.56742
0.342 4.50449
0.3465 4.4432
0.351 4.38347
0.3555 4.32526
0.36 4.26851
0.3645 4.21316
0.369 4.15915
0.3735 4.10645
0.378 4.055
0.3825 4.00477
0.387 3.9557
0.3915 3.90776
0.396 3.86091
0.4005 3.81511
0.405 3.77033
0.4095 3.72653
0.414 3.68369
0.4185 3.64177
0.423 3.60074
0.4275 3.56057
0.432 3.52124
0.4365 3.48272
0.441 3.44499
0.4455 3.40802
0.45 3.37178
0.4545 3.33627
0.459 3.30145
0.4635 3.26731
0.468 3.23383
0.4725 3.20098
0.477 3.16875
0.4815 3.13713
0.486 3.10609
0.4905 3.07562
0.495 3.0457
0.4995 3.01633
0.504 2.98747
0.5085 2.95913
0.513 2.93129
0.5175 2.90393
0.522 2.87704
0.5265 2.85061
0.531 2.82463
0.5355 2.79909
0.54 2.77397
0.5445 2.74927
0.549 2.72497
0.5535 2.70107
0.558 2.67755
0.5625 2.65441
0.567 2.63163
0.5715 2.60922
0.576 2.58715
0.5805 2.56543
0.585 2.54404
0.5895 2.52298
0.594 2.50224
0.5985 2.48181
0.603 2.46168
0.607499 2.44185
0.611999 2.42232
0.616499 2.40306
0.620999 2.38409
0.625499 2.36539
0.629999 2.34696
0.634499 2.32879
0.638999 2.31087
0.643499 2.29321
0.647999 2.27579
0.652499 2.25861
0.656999 2.24167
0.661499 2.22496
0.665999 2.20847
0.670499 2.1922
0.674999 2.17616
0.679499 2.16032
0.683999 2.14469
0.688499 2.12927
0.692999 2.11405
0.697499 2.09902
0.701999 2.08418
0.706499 2.06954
0.710999 2.05508
0.715499 2.0408
0.719999 2.0267
0.724499 2.01278
0.728999 1.99903
0.733499 1.98544
0.737999 1.97202
0.742499 1.95877
0.746999 1.94567
0.751499 1.93273
0.755999 1.91995
0.760499 1.90732
0.764998 1.89483
0.769498 1.88249
0.773998 1.8703
0.778498 1.85824
0.782998 1.84633
0.787498 1.83455
0.791998 1.8229
0.796498 1.81139
0.800998 1.8
0.805498 1.78875
0.809998 1.77761
0.814498 1.7666
0.818998 1.75572
0.823498 1.74495
0.827998 1.73429
0.832498 1.72376
0.836998 1.71333
0.841498 1.70302
0.845998 1.69282
0.850498 1.68272
0.854998 1.67273
0.859498 1.66285
0.863998 1.65307
0.868498 1.64339
0.872998 1.63381
0.877498 1.62433
0.881998 1.61494
0.886498 1.60565
0.890998 1.59646
0.895498 1.58735
0.899998 1.57834
0.904498 1.56942
0.908998 1.56058
0.913498 1.55184
0.917998 1.54318
0.922498 1.5346
0.926997 1.5261
0.931497 1.51769
0.935997 1.50936
0.940497 1.50111
0.944997 1.49294
0.949497 1.48484
0.953997 1.47683
0.958497 1.46888
0.962997 1.46101
0.967497 1.45322
0.971997 1.44549
0.976497 1.43784
0.980997 1.43026
0.985497 1.42275
0.989997 1.4153
0.994497 1.40792
0.998997 1.40061
1.0035 1.39337
1.008 1.38619
1.0125 1.37907
1.017 1.37202
1.0215 1.36502
1.026 1.35809
1.0305 1.35122
1.035 1.34441
1.0395 1.33766
1.044 1.33097
1.0485 1.32433
1.053 1.31775
1.0575 1.31123
1.062 1.30476
1.0665 1.29835
1.071 1.29199
1.0755 1.28569
1.08 1.27943
1.0845 1.27323
1.089 1.26708
1.0935 1.26098
1.098 1.25493
1.1025 1.24893
1.107 1.24298
1.1115 1.23708
1.116 1.23122
1.1205 1.22541
1.125 1.21965
1.1295 1.21393
1.134 1.20826
1.1385 1.20264
1.143 1.19705
1.1475 1.19152
1.152 1.18602
1.1565 1.18057
1.161 1.17516
1.1655 1.16979
1.17 1.16447
1.1745 1.15918
1.179 1.15393
1.1835 1.14873
1.188 1.14356
1.1925 1.13844
1.197 1.13335
1.2015 1.1283
1.206 1.12328
1.2105 1.11831
1.215 1.11337
1.2195 1.10847
1.224 1.1036
1.2285 1.09877
1.233 1.09398
1.2375 1.08922
1.242 1.08449
1.2465 1.0798
1.251 1.07514
1.2555 1.07052
1.26 1.06592
1.2645 1.06137
1.269 1.05684
1.2735 1.05234
1.278 1.04788
1.2825 1.04345
1.287 1.03905
1.2915 1.03468
1.296 1.03034
1.3005 1.02603
1.305 1.02175
1.3095 1.0175
1.314 1.01328
1.3185 1.00909
1.323 1.00492
1.3275 1.00079
1.332 0.996678
1.3365 0.992598
1.341 0.988545
1.3455 0.98452
1.35 0.980521
1.3545 0.976549
1.359 0.972603
1.3635 0.968683
1.368 0.964789
1.3725 0.96092
1.377 0.957077
1.3815 0.953259
1.386 0.949465
1.3905 0.945696
1.395 0.941952
1.3995 0.938231
1.404 0.934535
1.4085 0.930862
1.413 0.927212
1.4175 0.923586
1.422 0.919982
1.4265 0.916401
1.431 0.912843
1.4355 0.909307
1.44 0.905793
1.4445 0.902301
1.449 0.898831
1.4535 0.895382
1.458 0.891955
1.4625 0.888548
1.467 0.885163
1.4715 0.881798
1.476 0.878454
1.4805 0.87513
1.485 0.871826
1.4895 0.868542
1.494 0.865278
1.4985 0.862034
1.503 0.858809
1.5075 0.855603
1.512 0.852416
1.5165 0.849249
1.521 0.8461
1.5255 0.842969
1.53 0.839857
1.5345 0.836763
1.539 0.833688
1.5435 0.83063
1.548 0.82759
1.5525 0.824568
1.557 0.821563
1.5615 0.818575
1.566 0.815605
1.5705 0.812652
1.575 0.809715
1.5795 0.806795
1.584 0.803892
1.5885 0.801005
1.593 0.798135
1.5975 0.795281
1.602 0.792442
1.6065 0.78962
1.611 0.786813
1.6155 0.784023
1.62 0.781247
1.6245 0.778487
1.629 0.775743
1.6335 0.773013
1.638 0.770298
1.6425 0.767598
1.647 0.764913
1.6515 0.762243
1.656 0.759587
1.6605 0.756946
1.665 0.754318
1.6695 0.751705
1.674 0.749106
1.6785 0.746521
1.683 0.74395
1.6875 0.741392
1.692 0.738848
1.6965 0.736318
1.701 0.733801
1.7055 0.731297
1.71 0.728806
1.7145 0.726329
1.719 0.723864
1.7235 0.721413
1.728 0.718974
1.7325 0.716547
1.737 0.714134
1.7415 0.711733
1.746 0.709344
1.7505 0.706967
1.755 0.704603
1.7595 0.70225
1.764 0.69991
1.7685 0.697582
1.773 0.695265
1.7775 0.69296
1.782 0.690667
1.7865 0.688385
1.791 0.686115
1.7955 0.683856
1.8 0.681608
1.8045 0.679372
1.809 0.677146
1.8135 0.674932
1.818 0.672729
1.8225 0.670536
1.827 0.668354
1.8315 0.666183
1.836 0.664023
1.8405 0.661873
1.845 0.659734
1.8495 0.657605
1.854 0.655486
1.8585 0.653377
1.863 0.651279
1.8675 0.649191
1.872 0.647112
1.8765 0.645044
1.881 0.642985
1.8855 0.640936
1.89 0.638897
1.8945 0.636868
1.899 0.634848
1.9035 0.632838
1.908 0.630837
1.9125 0.628845
1.917 0.626863
1.9215 0.624889
1.926 0.622925
1.9305 0.62097
1.935 0.619024
1.9395 0.617087
1.944 0.615158
1.9485 0.613239
1.953 0.611328
1.9575 0.609426
1.962 0.607532
1.9665 0.605647
1.971 0.60377
1.9755 0.601901
1.98 0.600041
1.9845 0.598189
1.989 0.596345
1.9935 0.594509
1.998 0.592682
2.0025 0.590862
2.007 0.58905
2.0115 0.587246
2.016 0.585449
2.0205 0.58366
2.025 0.581879
2.0295 0.580105
2.034 0.578338
2.0385 0.576579
2.043 0.574827
2.0475 0.573082
2.052 0.571344
2.0565 0.569613
2.061 0.567889
2.0655 0.566172
2.07 0.564461
2.0745 0.562757
2.079 0.56106
2.0835 0.559369
2.088 0.557684
2.0925 0.556006
2.097 0.554333
2.1015 0.552667
2.106 0.551006
2.1105 0.549352
2.115 0.547703
2.1195 0.546059
2.124 0.544421
2.1285 0.542788
2.133 0.54116
2.1375 0.539537
2.142 0.537919
2.1465 0.536305
2.151 0.534697
2.1555 0.533092
2.16 0.531492
2.1645 0.529895
2.169 0.528302
2.1735 0.526713
2.178 0.525128
2.1825 0.523545
2.187 0.521965
2.1915 0.520388
2.196 0.518814
2.2005 0.517241
2.205 0.515671
2.2095 0.514102
2.214 0.512534
2.2185 0.510968
2.223 0.509402
2.2275 0.507837
2.232 0.506271
2.2365 0.504705
2.241 0.503138
2.2455 0.50157
